"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"MFAC.WS","Megalith Financial Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mfac.ws",
"MRK","Merck & Company, Inc.","77.35","$195.24B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mrk",
"MCY","Mercury General Corporation","39.62","$2.19B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/mcy",
"MDP","Meredith Corporation","15.72","$713.52M","n/a","Consumer Services","Newspapers/Magazines","https://old.nasdaq.com/symbol/mdp",
"MTH","Meritage Corporation","67.09","$2.52B","n/a","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/mth",
"MTOR","Meritor, Inc.","19.41","$1.4B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/mtor",
"MER^K","Merrill Lynch & Co., Inc.","26.04","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mer^k",
"MTR","Mesa Royalty Trust","6.27","$11.68M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mtr",
"MSB","Mesabi Trust","17.3","$226.98M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/msb",
"MEI","Methode Electronics, Inc.","32.53","$1.21B","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/mei",
"MET","MetLife, Inc.","35.93","$32.61B","2000","Finance","Life Insurance","https://old.nasdaq.com/symbol/met",
"MET^A","MetLife, Inc.","22.87","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/met^a",
"MET^E","MetLife, Inc.","26.47","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/met^e",
"MET^F","MetLife, Inc.","24.42","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/met^f",
"MCB","Metropolitan Bank Holding Corp.","28.55","$236.82M","2017","Finance","Major Banks","https://old.nasdaq.com/symbol/mcb",
"MTD","Mettler-Toledo International, Inc.","761.57","$18.21B","1997","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/mtd",
"MXE","Mexico Equity and Income Fund, Inc. (The)","7.51","$38.84M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mxe",
"MXF","Mexico Fund, Inc. (The)","9.85","$147.8M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mxf",
"MFA","MFA Financial, Inc.","2.3","$1.04B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/mfa",
"MFA^B","MFA Financial, Inc.","17.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mfa^b",
"MFA^C","MFA Financial, Inc.","15.3","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mfa^c",
"MFO","MFA Financial, Inc.","20.1","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/mfo",
"MCR","MFS Charter Income Trust","8.14","$367.07M","1989","n/a","n/a","https://old.nasdaq.com/symbol/mcr",
"MGF","MFS Government Markets Income Trust","4.7","$153.23M","1987","n/a","n/a","https://old.nasdaq.com/symbol/mgf",
"MIN","MFS Intermediate Income Trust","3.87","$452.42M","1988","n/a","n/a","https://old.nasdaq.com/symbol/min",
"MMT","MFS Multimarket Income Trust","5.6","$358.3M","1987","n/a","n/a","https://old.nasdaq.com/symbol/mmt",
"MFM","MFS Municipal Income Trust","6.18","$254.54M","1986","n/a","n/a","https://old.nasdaq.com/symbol/mfm",
"MFV","MFS Special Value Trust","5.3","$38.13M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mfv",
"MTG","MGIC Investment Corporation","8.21","$2.78B","1991","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/mtg",
"MGP","MGM Growth Properties LLC","27.44","$9.16B","2016","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/mgp",
"MGM","MGM Resorts International","17.84","$8.8B","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/mgm",
"MFGP","Micro Focus Intl PLC","5.51","$1.84B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mfgp",
"MAA","Mid-America Apartment Communities, Inc.","115.46","$13.2B","1994","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/maa",
"MAA^I","Mid-America Apartment Communities, Inc.","62.55","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/maa^i",
"AMPY","MIDSTATES PETROLEUM COMPANY, INC.","1.47","$55.22M","2016","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/ampy",
"MLR","Miller Industries, Inc.","28.16","$321.18M","n/a","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/mlr",
"HIE","Miller/Howard High Income Equity Fund","6.21","$111.74M","2014","n/a","n/a","https://old.nasdaq.com/symbol/hie",
"MTX","Minerals Technologies Inc.","46.04","$1.57B","1992","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/mtx",
"MG","Mistras Group Inc","4.46","$129.67M","2009","Consumer Services","Military/Government/Technical","https://old.nasdaq.com/symbol/mg",
"MUFG","Mitsubishi UFJ Financial Group Inc","3.99","$51.23B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/mufg",
"MIXT","MiX Telematics Limited","8.34","$182.45M","2013","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mixt",
"MFG","Mizuho Financial Group, Inc.","2.46","$31.19B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mfg",
"MBT","Mobile TeleSystems OJSC","8.97","$7.95B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/mbt",
"MODN","Model N, Inc.","29.85","$1.02B","2013","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/modn",
"MOD","Modine Manufacturing Company","5.06","$257.17M","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/mod",
"MC","Moelis & Company","35.48","$1.96B","2014","Finance","Investment Managers","https://old.nasdaq.com/symbol/mc",
"MOGU","MOGU Inc.","1.43","$152.98M","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/mogu",
"MHK","Mohawk Industries, Inc.","95.97","$6.83B","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/mhk",
"MOH","Molina Healthcare Inc","168.96","$10B","2003","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/moh",
"TAP","Molson Coors Beverage Company","36.55","$7.92B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/tap",
"TAP.A","Molson Coors Beverage Company","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tap.a",
"MNR","Monmouth Real Estate Investment Corporation","12.95","$1.27B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/mnr",
"MNR^C","Monmouth Real Estate Investment Corporation","24.6","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mnr^c",
"MR","Montage Resources Corporation","5.22","$186.95M","2014","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mr",
"MCO","Moody&#39;s Corporation","258.28","$48.43B","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/mco",
"MOG.A","Moog Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mog.a",
"MOG.B","Moog Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mog.b",
"MS","Morgan Stanley","44.57","$70.23B","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/ms",
"MS^A","Morgan Stanley","21.44","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ms^a",
"MS^E","Morgan Stanley","27.26","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ms^e",
"MS^F","Morgan Stanley","26.9","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ms^f",
"MS^I","Morgan Stanley","26.39","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ms^i",
"MS^K","Morgan Stanley","26.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ms^k",
"MS^L","Morgan Stanley","24.52","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ms^l",
"CAF","Morgan Stanley China A Share Fund Inc.","18.74","$410.06M","2006","n/a","n/a","https://old.nasdaq.com/symbol/caf",
"MSD","Morgan Stanley Emerging Markets Debt Fund, Inc.","8.41","$171.45M","1993","n/a","n/a","https://old.nasdaq.com/symbol/msd",
"EDD","Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.","5.63","$372.1M","2007","n/a","n/a","https://old.nasdaq.com/symbol/edd",
"IIF","Morgan Stanley India Investment Fund, Inc.","14.1","$187.91M","1994","n/a","n/a","https://old.nasdaq.com/symbol/iif",
"MOS","Mosaic Company (The)","12.51","$4.74B","n/a","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/mos",
"MSI","Motorola Solutions, Inc.","136.08","$23.14B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/msi",
"MOV","Movado Group Inc.","12.09","$279.63M","n/a","Consumer Non-Durables","Consumer Specialties","https://old.nasdaq.com/symbol/mov",
"MPLX","MPLX LP","17.59","$18.62B","2012","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/mplx",
"MRC","MRC Global Inc.","5.59","$458.35M","2012","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/mrc",
"MSA","MSA Safety Incorporporated","111.49","$4.33B","n/a","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/msa",
"MSM","MSC Industrial Direct Company, Inc.","69.42","$3.86B","1995","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/msm",
"MSCI","MSCI Inc","299.94","$25.07B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/msci",
"MSGN","MSG Networks Inc.","11.32","$641.96M","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/msgn",
"MLI","Mueller Industries, Inc.","24.26","$1.38B","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/mli",
"MWA","Mueller Water Products Inc","8.98","$1.42B","2006","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/mwa",
"MVF","MuniVest Fund, Inc.","8.41","$545.27M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mvf",
"MZA","MuniYield Arizona Fund, Inc.","13.3999","$62.13M","1993","n/a","n/a","https://old.nasdaq.com/symbol/mza",
"MUR","Murphy Oil Corporation","13.66","$2.1B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mur",
"MUSA","Murphy USA Inc.","109.29","$3.19B","2013","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/musa",
"MVO","MV Oil Trust","4.07","$46.81M","2007","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mvo",
"MVC","MVC Capital, Inc.","6.68","$118.4M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mvc",
"MVCD","MVC Capital, Inc.","24.1737","n/a","2017","n/a","n/a","https://old.nasdaq.com/symbol/mvcd",
"MYE","Myers Industries, Inc.","13.31","$476.07M","n/a","Consumer Non-Durables","Plastic Products","https://old.nasdaq.com/symbol/mye",
"MYOV","Myovant Sciences Ltd.","16.53","$1.49B","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/myov",
"NBR","Nabors Industries Ltd.","44.37","$323.89M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/nbr",
"NBR^A","Nabors Industries Ltd.","6.7965","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nbr^a",
"NC","NACCO Industries, Inc.","24.04","$168.79M","n/a","Consumer Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/nc",
"NTP","Nam Tai Property Inc.","6.63","$258.14M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/ntp",
"NTEST","NASDAQ TEST STOCK","25.35","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ntest",
"NTEST.A","NASDAQ TEST STOCK","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ntest.a",
"NTEST.B","NASDAQ TEST STOCK","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ntest.b",
"NTEST.C","NASDAQ TEST STOCK","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ntest.c",
"NBHC","National Bank Holdings Corporation","25.93","$792.48M","2012","Finance","Major Banks","https://old.nasdaq.com/symbol/nbhc",
"NFG","National Fuel Gas Company","40.71","$3.7B","n/a","Public Utilities","Oil/Gas Transmission","https://old.nasdaq.com/symbol/nfg",
"NGG","National Grid Transco, PLC","56.53","$39.68B","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/ngg",
"NHI","National Health Investors, Inc.","57.08","$2.55B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nhi",
"NOV","National Oilwell Varco, Inc.","12.65","$4.91B","n/a","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/nov",
"NPK","National Presto Industries, Inc.","84.67","$594.32M","n/a","Capital Goods","Ordnance And Accessories","https://old.nasdaq.com/symbol/npk",
"NNN","National Retail Properties","34.64","$5.96B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nnn",
"NNN^F","National Retail Properties","24.25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nnn^f",
"NRUC","National Rural Utilities Cooperative Finance Corporation","26.44","n/a","2019","Finance","Diversified Financial Services","https://old.nasdaq.com/symbol/nruc",
"SID","National Steel Company","1.99","$2.75B","n/a","Capital Goods","Steel/Iron Ore","https://old.nasdaq.com/symbol/sid",
"NSA","National Storage Affiliates Trust","29.59","$2.02B","2015","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nsa",
"NSA^A","National Storage Affiliates Trust","26.595","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nsa^a",
"NTCO","Natura &Co Holding S.A.","14.42","$8.57B","2020","n/a","n/a","https://old.nasdaq.com/symbol/ntco",
"NGS","Natural Gas Services Group, Inc.","6.41","$86.53M","2002","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/ngs",
"NGVC","Natural Grocers by Vitamin Cottage, Inc.","13.06","$293.99M","2012","Consumer Services","Food Chains","https://old.nasdaq.com/symbol/ngvc",
"NRP","Natural Resource Partners LP","13.65","$167.37M","2002","Energy","Coal Mining","https://old.nasdaq.com/symbol/nrp",
"NTZ","Natuzzi, S.p.A.","1.02","$11.19M","1993","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/ntz",
"NLS","Nautilus Group, Inc. (The)","6.57","$195.9M","n/a","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/nls",
"NVGS","Navigator Holdings Ltd.","6.66","$372.34M","2013","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/nvgs",
"NNA","Navios Maritime Acquisition Corporation","4.43","$70.6M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/nna",
"NM","Navios Maritime Holdings Inc.","2.12","$28.55M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/nm",
"NM^G","Navios Maritime Holdings Inc.","3.41","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nm^g",
"NM^H","Navios Maritime Holdings Inc.","3.24","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nm^h",
"NMM","Navios Maritime Partners LP","6.64","$72.96M","2007","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/nmm",
"NAV","Navistar International Corporation","26.04","$2.59B","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/nav",
"NAV^D","Navistar International Corporation","22.5","n/a","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/nav^d",
"NCR","NCR Corporation","17.73","$2.27B","n/a","Miscellaneous","Office Equipment/Supplies/Services","https://old.nasdaq.com/symbol/ncr",
"NP","Neenah, Inc.","50.06","$840.58M","n/a","Basic Industries","Paper","https://old.nasdaq.com/symbol/np",
"NNI","Nelnet, Inc.","47.62","$1.86B","2003","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/nni",
"NPTN","NeoPhotonics Corporation","8.75","$426.62M","2011","Technology","Semiconductors","https://old.nasdaq.com/symbol/nptn",
"NSCO","Nesco Holdings, Inc.","3.04","$149.06M","2017","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/nsco",
"NSCO.WS","Nesco Holdings, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nsco.ws",
"NVRO","Nevro Corp.","118","$4.01B","2014","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/nvro",
"HYB","New America High Income Fund, Inc. (The)","7.85","$183.45M","1988","n/a","n/a","https://old.nasdaq.com/symbol/hyb",
"NFH","New Frontier Health Corporation","8.08","$1.06B","2018","Finance","Business Services","https://old.nasdaq.com/symbol/nfh",
"NFH.WS","New Frontier Health Corporation","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nfh.ws",
"GF","New Germany Fund, Inc. (The)","14.41","$226.69M","1990","n/a","n/a","https://old.nasdaq.com/symbol/gf",
"NWHM","New Home Company Inc. (The)","3.22","$58.54M","2014","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/nwhm",
"IRL","New Ireland Fund, Inc. (The)","7.6","$37.38M","1990","n/a","n/a","https://old.nasdaq.com/symbol/irl",
"NMFC","New Mountain Finance Corporation","9.18","$888.87M","2011","n/a","n/a","https://old.nasdaq.com/symbol/nmfc",
"NMFX","New Mountain Finance Corporation","24.3","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/nmfx",
"EDU","New Oriental Education & Technology Group, Inc.","127.78","$20.24B","2006","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/edu",
"NEWR","New Relic, Inc.","67.47","$4.04B","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/newr",
"NRZ","New Residential Investment Corp.","7.27","$3.02B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nrz",
"NRZ^A","New Residential Investment Corp.","22.26","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nrz^a",
"NRZ^B","New Residential Investment Corp.","20.4","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nrz^b",
"NRZ^C","New Residential Investment Corp.","18.8","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nrz^c",
"SNR","New Senior Investment Group Inc.","3.26","$270.19M","2014","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/snr",
"NYCB","New York Community Bancorp, Inc.","10.39","$4.82B","n/a","Finance","Banks","https://old.nasdaq.com/symbol/nycb",
"NYCB^A","New York Community Bancorp, Inc.","24.92","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nycb^a",
"NYCB^U","New York Community Bancorp, Inc.","44.75","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nycb^u",
"NYT","New York Times Company (The)","40.06","$6.68B","n/a","Consumer Services","Newspapers/Magazines","https://old.nasdaq.com/symbol/nyt",
